,Lat0,Lat1,Lon0,Lon1
0,32.79641434550285,33.09487824328244,-117.22886675968766,-117.31603511609137
1,32.79641434550285,32.93317414820194,-117.22886675968766,-117.26097674109042
2,32.79641434550285,32.796486262232065,-117.22886675968766,-117.22896692343056
3,32.79641434550285,32.87020065821707,-117.22886675968766,-117.25204532034695
4,32.79641434550285,32.95921362005174,-117.22886675968766,-117.26771009154618
5,32.79641434550285,32.679340029135346,-117.22886675968766,-117.17847526073456
6,32.79641434550285,32.79274491593242,-117.22886675968766,-117.23140412941575
7,32.79641434550285,32.79714407399297,-117.22886675968766,-117.25716548971832
8,32.79641434550285,33.04411182180047,-117.22886675968766,-117.29794453829527
9,32.79641434550285,33.036716301,-117.22886675968766,-117.2979846038
10,32.79641434550285,32.8308578487,-117.22886675968766,-117.2806155402
11,32.79641434550285,32.69923514686525,-117.22886675968766,-117.16975363902748
12,32.79641434550285,32.832566583529115,-117.22886675968766,-117.23164720460773
13,32.79641434550285,33.0360546336,-117.22886675968766,-117.2979405988
14,32.79641434550285,32.79271616600454,-117.22886675968766,-117.23142441362143
15,32.79641434550285,32.7965841629,-117.22886675968766,-117.2285366803
16,32.79641434550285,32.80796628445387,-117.22886675968766,-117.2660871874541
17,32.79641434550285,33.09398230165243,-117.22886675968766,-117.31583847664297
18,32.79641434550285,32.93322234414518,-117.22886675968766,-117.26039746776223
19,32.79641434550285,32.87016327492893,-117.22886675968766,-117.25206200033426
20,32.79641434550285,32.870098650455475,-117.22886675968766,-117.25202771835029
21,32.79641434550285,33.1923808157444,-117.22886675968766,-117.38348420709372
22,32.79641434550285,32.79658768326044,-117.22886675968766,-117.22849720157683
23,32.79641434550285,32.79656513594091,-117.22886675968766,-117.22871898673475
24,32.79641434550285,32.830862375,-117.22886675968766,-117.2805778217
25,32.79641434550285,32.98133815638721,-117.22886675968766,-117.27327936328948
26,32.79641434550285,33.0373853445,-117.22886675968766,-117.2983998433
27,32.79641434550285,32.87015019915998,-117.22886675968766,-117.25201070308685
28,32.79641434550285,32.87024759687483,-117.22886675968766,-117.25204934366047
29,32.79641434550285,32.87020996212959,-117.22886675968766,-117.2520412132144
30,32.79641434550285,32.8701969702,-117.22886675968766,-117.2520537023
31,32.79641434550285,32.99115822650492,-117.22886675968766,-117.27421822026372
32,32.79641434550285,32.88148186169565,-117.22886675968766,-117.25286213681102
33,32.79641434550285,32.79537146911025,-117.22886675968766,-117.2335238289088
34,32.79641434550285,33.0368766468,-117.22886675968766,-117.2979903873
35,32.79641434550285,32.7965138386935,-117.22886675968766,-117.22885292954743
36,32.79641434550285,33.0364603177,-117.22886675968766,-117.2974992078
37,32.79641434550285,32.747800732031465,-117.22886675968766,-117.25267052650452
38,32.79641434550285,32.74884536862373,-117.22886675968766,-117.25320135243237
39,32.79641434550285,32.86994048394263,-117.22886675968766,-117.25241814740002
40,32.79641434550285,32.956069903448224,-117.22886675968766,-117.2631158027798
41,32.79641434550285,32.5766715221,-117.22886675968766,-117.1322949976
42,32.79641434550285,32.83086120150983,-117.22886675968766,-117.28062895126641
43,32.79641434550285,32.870243322104216,-117.22886675968766,-117.25205068476498
44,32.79641434550285,32.8605651576072,-117.22886675968766,-117.25616016425192
45,32.79641434550285,32.866756450384855,-117.22886675968766,-117.25482107140124
46,32.79641434550285,33.04562207311392,-117.22886675968766,-117.29743181727827
47,32.79641434550285,32.795516811311245,-117.22886675968766,-117.23310397937894
48,32.79641434550285,32.79656077735126,-117.22886675968766,-117.22875209525228
49,32.79641434550285,32.8669839352,-117.22886675968766,-117.254759213
50,32.79641434550285,32.83650943078101,-117.22886675968766,-117.28133470751345
51,32.79641434550285,32.79659262858331,-117.22886675968766,-117.2283935174346
52,32.79641434550285,32.795502142980695,-117.22886675968766,-117.23315368406475
53,32.79641434550285,33.0375702493,-117.22886675968766,-117.2972401232
54,32.79641434550285,32.99788688309491,-117.22886675968766,-117.2772756870836
55,32.79641434550285,33.0267774593,-117.22886675968766,-117.287307065
56,32.79641434550285,32.79650277458131,-117.22886675968766,-117.22897790372372
57,32.79641434550285,32.5664290879,-117.22886675968766,-117.1337948553
58,32.79641434550285,33.01506374962628,-117.22886675968766,-117.28098124265671
59,32.79641434550285,33.0346684344,-117.22886675968766,-117.2919583507
60,32.79641434550285,32.72033893503249,-117.22886675968766,-117.25700338371098
61,32.79641434550285,32.83680757507682,-117.22886675968766,-117.28112976998091
62,32.79641434550285,32.87016243673861,-117.22886675968766,-117.25210189819336
63,32.79641434550285,32.881722087040544,-117.22886675968766,-117.23422053270042
64,32.79641434550285,32.71441217511892,-117.22886675968766,-117.25505450740457
65,32.79641434550285,33.0375214666,-117.22886675968766,-117.296335632
66,32.79641434550285,32.806989792734385,-117.22886675968766,-117.25754879415035
67,32.79641434550285,32.81879092566669,-117.22886675968766,-117.27614119648933
68,32.79641434550285,32.95515459962189,-117.22886675968766,-117.26780690252781
69,32.79641434550285,32.81450475566089,-117.22886675968766,-117.27361908182502
70,32.79641434550285,33.12929509207606,-117.22886675968766,-117.33463489450514
71,32.79641434550285,33.00194883719087,-117.22886675968766,-117.2785949986428
72,32.79641434550285,33.0362643488,-117.22886675968766,-117.2980576102
73,32.79641434550285,32.87018766626716,-117.22886675968766,-117.25204314105213
74,32.79641434550285,32.795439111068845,-117.22886675968766,-117.23337111063302
75,32.79641434550285,32.796507719904184,-117.22886675968766,-117.22878235392272
76,32.79641434550285,33.015216970816255,-117.22886675968766,-117.2819725703448
77,32.79641434550285,33.036419414,-117.22886675968766,-117.2972222697
78,32.79641434550285,32.97617247328162,-117.22886675968766,-117.26927767507732
79,32.79641434550285,32.80529220588505,-117.22886675968766,-117.26220184005797
80,32.79641434550285,33.00280806608498,-117.22886675968766,-117.27812393568456
81,32.79641434550285,32.78243366628885,-117.22886675968766,-117.2535347007215
82,32.79641434550285,32.71433095447719,-117.22886675968766,-117.25636317394674
83,32.79641434550285,32.80530419200659,-117.22886675968766,-117.26227107457817
84,32.79641434550285,32.5660016946,-117.22886675968766,-117.1340454742
85,32.79641434550285,32.830862207338214,-117.22886675968766,-117.28060950525105
86,32.79641434550285,32.81855489127338,-117.22886675968766,-117.27604505605996
87,32.79641434550285,32.8701351956,-117.22886675968766,-117.2520773392
88,32.79641434550285,32.67832841724157,-117.22886675968766,-117.17924689874053
89,32.79641434550285,32.80800190754235,-117.22886675968766,-117.26605986244977
90,32.79641434550285,32.720024697482586,-117.22886675968766,-117.25700221024454
91,32.79641434550285,32.796518951654434,-117.22886675968766,-117.22893364727497
92,32.79641434550285,32.87015757523477,-117.22886675968766,-117.25205739028752
93,32.79641434550285,32.7964684088,-117.22886675968766,-117.2289557755
94,32.79641434550285,32.79248273000121,-117.22886675968766,-117.23156430758536
95,32.79641434550285,32.79675900936127,-117.22886675968766,-117.25800041109324
96,32.79641434550285,32.856854069978,-117.22886675968766,-117.25725383497775
97,32.79641434550285,33.06637868285179,-117.22886675968766,-117.30615737847984
98,32.79641434550285,33.19289420731366,-117.22886675968766,-117.38236740231514
99,32.79641434550285,33.0362655222,-117.22886675968766,-117.2975577973
100,32.79641434550285,33.12858363613486,-117.22886675968766,-117.33283622190356
101,32.79641434550285,32.79653621837497,-117.22886675968766,-117.22881671972573
102,32.79641434550285,32.87020677700639,-117.22886675968766,-117.2520583961159
103,32.79641434550285,32.8150121960789,-117.22886675968766,-117.27339947596192
104,32.79641434550285,32.78242779895663,-117.22886675968766,-117.25441220216453
105,32.79641434550285,33.06555029936135,-117.22886675968766,-117.30495432391763
106,32.79641434550285,32.79657167382538,-117.22886675968766,-117.22864304669201
107,32.79641434550285,32.87025731988251,-117.22886675968766,-117.2520708013326
108,32.79641434550285,32.79648148454726,-117.22886675968766,-117.22890481352806
109,32.79641434550285,33.0363622494,-117.22886675968766,-117.297147084
110,32.79641434550285,32.87028204649687,-117.22886675968766,-117.25211757235229
111,32.79641434550285,33.0273444112,-117.22886675968766,-117.2891162988
112,32.79641434550285,32.7965838276,-117.22886675968766,-117.2284950223
113,32.79641434550285,32.98931890167296,-117.22886675968766,-117.25950479507446
114,32.79641434550285,32.79544212855399,-117.22886675968766,-117.23335065878928
115,32.79641434550285,33.036784362,-117.22886675968766,-117.297399966
116,32.79641434550285,32.79295756481588,-117.22886675968766,-117.23134738393128
117,32.79641434550285,32.83256012946367,-117.22886675968766,-117.23160772584379
118,32.79641434550285,32.87024583667517,-117.22886675968766,-117.25209846161306
119,32.79641434550285,33.0362697132,-117.22886675968766,-117.2976323962
120,32.79641434550285,32.796552227810025,-117.22886675968766,-117.22865285351872
121,32.79641434550285,32.96225029975176,-117.22886675968766,-117.26788443513215
122,32.79641434550285,32.79534204863012,-117.22886675968766,-117.23359432071447
123,32.79641434550285,32.5664084684,-117.22886675968766,-117.1324964985
124,32.79641434550285,33.026908217,-117.22886675968766,-117.2884009872
125,32.79641434550285,32.8699697367847,-117.22886675968766,-117.25206761620939
